"노선_ID","정류장_ID","링크_구간거리(m)","정류장_순서"
"228000174","228000685","530.000","35"
"228000174","228000684","480.000","36"
"228000174","228000683","750.000","37"
"228000174","228000682","429.000","38"
"228000174","228000681","700.000","39"
"228000174","228000680","470.000","40"
"228000174","228000196","1270.000","3"
"228000174","228000195","450.000","4"
"228000174","228000194","540.000","5"
"228000174","228000193","430.000","6"
"228000174","228000190","420.000","122"
"228000174","228000189","450.000","123"
"228000174","228000188","570.000","124"
"228000174","228000187","450.000","125"
"228000174","228000186","430.000","15"
"228000174","228000185","330.000","16"
"228000174","228000184","660.000","17"
"228000174","228000183","860.000","18"
"228000174","228000180","490.000","111"
"228000174","228000179","940.000","112"
"228000174","228000178","690.000","113"
"228000174","228000177","320.000","114"
"228000174","228000175","460.000","19"
"228000174","228000174","390.000","20"
"228000174","228000173","280.000","21"
"228000174","228000172","490.000","22"
"228000174","228000171","260.000","23"
"228000174","228000170","400.000","24"
"228000174","228000169","460.000","25"
"228000174","228000168","480.000","26"
"228000174","228000167","440.000","103"
"228000174","228000166","470.000","104"
"228000174","228000165","470.000","105"
"228000174","228000164","360.000","106"
"228000174","228000163","300.000","107"
"228000174","228000162","490.000","108"
"228000174","228000161","280.000","109"
"228000174","228000160","280.000","110"
"228000174","228000158","800.000","97"
"228000174","228000157","440.000","29"
"228000174","228000155","710.000","30"
"228000174","228000154","240.000","101"
"228000174","228000153","320.000","102"
"228000174","228000148","430.000","27"
"228000174","228000147","330.000","28"
"228000174","228000146","310.000","94"
"228000174","228000145","280.000","95"
"228000174","228000144","420.000","96"
"228000174","228000143","860.000","31"
"228000174","228000142","480.000","32"
"228000174","228000141","230.000","33"
"228000174","102000070","679.000","74"
"228000174","102000069","550.000","55"
"228000174","101000337","680.000","70"
"228000174","101000307","370.000","59"
"228000174","101000292","1137.000","58"
"228000174","101000148","497.000","69"
"228000174","101000128","386.000","63"
"228000174","101000026","238.000","66"
"228000174","101000005","758.000","64"
"228000174","100000174","1045.000","61"
"228000174","100000169","880.000","60"
"227000053","277103353","1556.000","28"
"227000053","277103352","3132.000","24"
"227000053","277103351","2781.000","30"
"227000053","277103350","1363.000","22"
"227000053","277103349","3079.000","29"
"227000053","277103348","2785.000","23"
"227000053","277103042","0.000","1"
"227000053","277102842","1907.000","27"
"227000053","277102840","1535.000","25"
"227000053","227000684","320.000","34"
"227000053","227000677","212.000","3"
"227000053","227000666","380.000","6"
"227000053","227000665","210.000","47"
"227000053","227000664","230.000","46"
"227000053","227000660","420.000","38"
"227000053","227000658","720.000","13"
"227000053","227000630","320.000","42"
"227000053","227000372","310.000","21"
"227000053","227000371","620.000","16"
"227000053","227000334","490.000","51"
"227000053","227000311","410.000","45"
"227000053","227000310","350.000","7"
"227000053","227000308","880.000","4"
"227000053","227000307","320.000","49"
"227000053","227000306","210.000","50"
"227000053","227000305","420.000","48"
"227000053","227000304","400.000","5"
"227000053","227000283","1522.000","31"
"227000053","227000279","400.000","37"
"227000053","227000278","400.000","14"
"227000053","227000277","310.000","15"
"227000053","227000276","540.000","36"
"227000053","227000274","430.000","12"
"227000053","227000273","610.000","39"
"227000053","227000270","160.000","17"
"227000053","227000261","96.000","2"
"227000053","227000260","490.000","52"
"227000053","227000223","320.000","19"
"227000053","227000222","610.000","32"
"227000053","227000212","520.000","40"
"227000053","227000211","400.000","11"
"227000053","227000210","320.000","41"
"227000053","227000209","410.000","10"
"227000053","227000208","150.000","43"
"227000053","227000207","350.000","9"
"227000053","227000206","290.000","44"
"227000053","227000205","430.000","8"
"227000053","227000204","310.000","20"
"227000053","227000195","280.000","35"
"227000053","227000194","460.000","18"
"227000053","227000172","230.000","33"
"227000053","123000611","1999.000","26"
"227000048","227000650","160.000","29"
"227000048","227000353","280.000","6"
"227000048","227000352","320.000","5"
"227000048","227000351","190.000","4"
"227000048","227000350","190.000","3"
"227000048","227000349","1012.000","2"
"227000048","227000348","200.000","30"
"227000048","227000347","300.000","28"
"227000048","227000346","270.000","27"
"227000048","227000345","530.000","26"
"227000048","123900042","650.000","22"
"227000048","123900041","297.000","10"
"227000048","123000681","410.000","24"
"227000048","123000680","270.000","8"
"227000048","123000671","304.000","23"
"227000048","123000670","418.000","9"
"227000048","123000665","210.000","25"
"227000048","123000664","450.000","7"
"227000048","123000654","0.000","1"
"227000048","123000583","305.000","20"
"227000048","123000582","366.000","12"
"227000048","123000378","368.000","21"
"227000048","123000377","630.000","11"
"227000048","123000352","360.000","16"
"227000048","123000291","320.000","17"
"227000048","123000275","376.000","18"
"227000048","123000274","349.000","14"
"227000048","123000273","529.000","15"
"227000048","123000238","351.000","19"
"227000048","123000237","322.000","13"
"227000048","123000196","850.000","31"
"227000047","227000649","290.000","12"
"227000047","227000601","270.000","35"
"227000047","227000599","360.000","8"
"227000047","227000489","190.000","11"
"227000047","227000353","280.000","24"
"227000047","227000352","320.000","23"
"227000047","227000351","190.000","22"
"227000047","227000350","190.000","21"
"227000047","227000349","660.000","20"
"227000047","227000331","240.000","34"
"227000047","227000330","340.000","9"
"227000047","227000324","210.000","37"
"227000047","227000323","650.000","6"
"227000047","227000238","230.000","42"
"227000047","227000218","360.000","33"
"227000047","227000188","0.000","1"
"227000047","227000187","540.000","36"
"227000047","227000186","310.000","7"
"227000047","227000185","430.000","5"
"227000047","227000184","430.000","39"
"227000047","227000183","320.000","4"
"227000047","227000179","168.000","2"
"227000047","227000178","360.000","41"
"227000047","227000176","640.000","38"
"227000047","227000142","960.000","32"
"227000047","227000081","270.000","10"
"227000047","227000076","350.000","40"
"227000047","227000067","400.000","3"
"227000047","123000684","242.000","14"
"227000047","123000669","340.000","26"
"227000047","123000663","280.000","25"
"227000047","123000311","344.000","17"
"227000047","123000210","572.000","31"
"227000047","123000209","860.000","13"
"227000047","123000197","550.000","27"
"227000047","123000194","240.000","30"
"227000047","123000190","151.000","19"
"227000047","123000189","436.000","18"
"227000047","123000188","478.000","28"
"227000047","123000187","293.000","29"
"227000047","123000186","260.000","16"
"227000047","123000183","253.000","15"
"227000046","227000719","170.000","31"
"227000046","227000718","440.000","30"
"227000046","227000715","210.000","33"
"227000046","227000715","210.000","2"
"227000046","227000714","460.000","32"
"227000046","227000714","0.000","1"
"227000046","227000713","240.000","34"
"227000046","227000713","240.000","3"
"227000046","227000712","170.000","35"
"227000046","227000712","170.000","4"
"227000046","227000545","980.000","23"
"227000046","227000544","280.000","12"
"227000046","227000543","330.000","24"
"227000046","227000542","90.000","11"
"227000046","227000541","80.000","25"
"227000046","227000540","200.000","10"
"227000046","227000538","200.000","26"
"227000046","227000537","110.000","9"
"227000046","227000534","130.000","27"
"227000046","227000533","220.000","28"
"227000046","227000532","260.000","7"
"227000046","227000531","270.000","29"
"227000046","227000530","430.000","6"
"227000046","227000327","780.000","5"
"227000046","227000002","280.000","8"
"227000046","227000001","580.000","13"
"227000046","124000449","345.000","21"
"227000046","124000448","186.000","20"
"227000046","124000426","258.000","19"
"227000046","124000424","697.000","18"
"227000046","124000356","840.000","22"
"227000046","124000193","520.000","14"
"227000046","124000031","610.000","17"
"227000046","124000012","282.000","15"
"227000046","124000010","167.000","16"
"227000044","277104411","868.000","20"
"227000044","277104410","737.000","59"
"227000044","227000684","320.000","77"
"227000044","227000683","700.000","68"
"227000044","227000682","400.000","12"
"227000044","227000656","450.000","9"
"227000044","227000633","860.000","55"
"227000044","227000485","260.000","71"
"227000044","227000366","530.000","43"
"227000044","227000365","620.000","35"
"227000044","227000364","510.000","44"
"227000044","227000356","380.000","63"
"227000044","227000343","590.000","51"
"227000044","227000342","690.000","27"
"227000044","227000341","150.000","52"
"227000044","227000336","490.000","28"
"227000044","227000335","250.000","50"
"227000044","227000326","330.000","69"
"227000044","227000294","204.000","2"
"227000044","227000293","0.000","1"
"227000044","227000291","460.000","72"
"227000044","227000284","510.000","8"
"227000044","227000283","240.000","74"
"227000044","227000282","410.000","73"
"227000044","227000279","360.000","11"
"227000044","227000274","360.000","67"
"227000044","227000273","630.000","13"
"227000044","227000271","260.000","78"
"227000044","227000270","400.000","4"
"227000044","227000257","220.000","15"
"227000044","227000256","350.000","65"
"227000044","227000250","710.000","17"
"227000044","227000238","230.000","33"
"227000044","227000233","500.000","70"
"227000044","227000231","640.000","10"
"227000044","227000223","320.000","6"
"227000044","227000222","610.000","75"
"227000044","227000219","330.000","3"
"227000044","227000204","310.000","7"
"227000044","227000194","460.000","5"
"227000044","227000192","260.000","66"
"227000044","227000191","510.000","14"
"227000044","227000190","260.000","79"
"227000044","227000188","1780.000","45"
"227000044","227000185","430.000","49"
"227000044","227000184","430.000","30"
"227000044","227000183","320.000","48"
"227000044","227000179","168.000","46"
"227000044","227000178","360.000","32"
"227000044","227000176","190.000","29"
"227000044","227000172","230.000","76"
"227000044","227000112","450.000","53"
"227000044","227000111","630.000","54"
"227000044","227000110","900.000","25"
"227000044","227000109","650.000","26"
"227000044","227000076","350.000","31"
"227000044","227000072","290.000","16"
"227000044","227000071","340.000","64"
"227000044","227000067","400.000","47"
"227000044","227000027","1230.000","62"
"227000044","124000446","220.000","57"
"227000044","124000445","270.000","22"
"227000044","124000444","650.000","24"
"227000044","124000370","882.000","60"
"227000044","124000369","970.000","19"
"227000044","124000362","950.000","61"
"227000044","124000361","1220.000","18"
"227000044","124000191","690.000","56"
"227000044","124000190","280.000","23"
"227000044","124000085","290.000","58"
"227000044","124000084","780.000","21"
"227000044","123900019","620.000","40"
"227000044","123000688","1540.000","34"
"227000044","123000318","450.000","36"
"227000044","123000317","520.000","42"
"227000044","123000178","400.000","37"
"227000044","123000176","278.000","38"
"227000044","123000168","800.000","41"
"227000044","123000160","440.000","39"
"227000043","227000648","200.000","39"
"227000043","227000647","310.000","11"
"227000043","227000601","270.000","42"
"227000043","227000599","360.000","8"
"227000043","227000344","550.000","38"
"227000043","227000341","290.000","12"
"227000043","227000331","240.000","41"
"227000043","227000330","340.000","9"
"227000043","227000324","210.000","44"
"227000043","227000323","650.000","6"
"227000043","227000238","230.000","49"
"227000043","227000218","270.000","40"
"227000043","227000188","0.000","1"
"227000043","227000187","540.000","43"
"227000043","227000186","310.000","7"
"227000043","227000185","430.000","5"
"227000043","227000184","430.000","46"
"227000043","227000183","320.000","4"
"227000043","227000179","168.000","2"
"227000043","227000178","360.000","48"
"227000043","227000176","640.000","45"
"227000043","227000112","450.000","13"
"227000043","227000111","630.000","14"
"227000043","227000110","790.000","36"
"227000043","227000109","650.000","37"
"227000043","227000081","270.000","10"
"227000043","227000076","350.000","47"
"227000043","227000067","400.000","3"
"227000043","124000087","740.000","15"
"227000043","123000706","221.000","26"
"227000043","123000584","250.000","20"
"227000043","123000305","850.000","28"
"227000043","123000157","490.000","32"
"227000043","123000155","400.000","33"
"227000043","123000154","330.000","17"
"227000043","123000153","890.000","16"
"227000043","123000152","400.000","34"
"227000043","123000151","480.000","21"
"227000043","123000150","440.000","19"
"227000043","123000149","800.000","18"
"227000043","123000145","800.000","35"
"227000043","123000133","330.000","31"
"227000043","123000132","240.000","30"
"227000043","123000128","550.000","29"
"227000043","123000043","740.000","23"
"227000043","123000042","710.000","24"
"227000043","123000040","373.000","25"
"227000043","123000039","480.000","22"
"227000043","123000037","426.000","27"
"227000040","277103351","2781.000","32"
"227000040","277103350","1410.000","20"
"227000040","277103349","3090.000","31"
"227000040","277103348","2785.000","21"
"227000040","277103309","982.000","24"
"227000040","277103042","0.000","1"
"227000040","277102674","279.000","23"
"227000040","277102304","1114.000","30"
"227000040","277102303","170.000","29"
"227000040","227000681","410.000","17"
"227000040","227000679","330.000","42"
"227000040","227000678","1290.000","10"
"227000040","227000660","420.000","38"
"227000040","227000659","160.000","18"
"227000040","227000658","510.000","14"
"227000040","227000514","310.000","13"
"227000040","227000506","410.000","39"
"227000040","227000369","400.000","35"
"227000040","227000285","320.000","34"
"227000040","227000284","1472.000","33"
"227000040","227000282","610.000","19"
"227000040","227000281","530.000","40"
"227000040","227000279","400.000","37"
"227000040","227000278","400.000","15"
"227000040","227000277","310.000","16"
"227000040","227000276","290.000","36"
"227000040","227000269","330.000","11"
"227000040","227000268","470.000","41"
"227000040","227000263","290.000","48"
"227000040","227000262","350.000","4"
"227000040","227000261","96.000","2"
"227000040","227000260","460.000","50"
"227000040","227000253","390.000","8"
"227000040","227000252","540.000","44"
"227000040","227000249","1230.000","43"
"227000040","227000248","520.000","9"
"227000040","227000247","470.000","7"
"227000040","227000246","530.000","45"
"227000040","227000245","420.000","46"
"227000040","227000244","590.000","6"
"227000040","227000243","490.000","5"
"227000040","227000242","610.000","47"
"227000040","227000241","586.000","3"
"227000040","227000240","600.000","49"
"227000040","227000032","600.000","12"
"227000040","104000269","3465.000","22"
"227000040","104000075","380.000","28"
"227000040","104000074","560.000","27"
"227000040","104000069","518.000","25"
"227000040","104000064","375.000","26"
"227000039","277103353","1556.000","31"
"227000039","277103352","3132.000","24"
"227000039","277103351","2781.000","33"
"227000039","277103350","1410.000","22"
"227000039","277103349","3079.000","32"
"227000039","277103348","2785.000","23"
"227000039","277103042","0.000","1"
"227000039","277102842","1787.000","30"
"227000039","277102840","1535.000","25"
"227000039","277102068","649.000","28"
"227000039","277101950","418.000","27"
"227000039","227000679","330.000","40"
"227000039","227000678","840.000","15"
"227000039","227000677","212.000","3"
"227000039","227000666","380.000","6"
"227000039","227000665","210.000","51"
"227000039","227000664","230.000","50"
"227000039","227000656","450.000","35"
"227000039","227000630","320.000","46"
"227000039","227000485","430.000","19"
"227000039","227000484","340.000","36"
"227000039","227000334","490.000","55"
"227000039","227000311","410.000","49"
"227000039","227000310","350.000","7"
"227000039","227000308","880.000","4"
"227000039","227000307","320.000","53"
"227000039","227000306","210.000","54"
"227000039","227000305","420.000","52"
"227000039","227000304","400.000","5"
"227000039","227000291","460.000","20"
"227000039","227000284","1472.000","34"
"227000039","227000282","410.000","21"
"227000039","227000281","390.000","38"
"227000039","227000280","590.000","17"
"227000039","227000269","330.000","16"
"227000039","227000268","470.000","39"
"227000039","227000261","96.000","2"
"227000039","227000260","490.000","56"
"227000039","227000257","220.000","13"
"227000039","227000256","350.000","42"
"227000039","227000232","530.000","37"
"227000039","227000230","380.000","18"
"227000039","227000212","230.000","44"
"227000039","227000211","400.000","11"
"227000039","227000210","320.000","45"
"227000039","227000209","410.000","10"
"227000039","227000208","150.000","47"
"227000039","227000207","350.000","9"
"227000039","227000206","290.000","48"
"227000039","227000205","430.000","8"
"227000039","227000192","260.000","43"
"227000039","227000191","290.000","12"
"227000039","227000072","290.000","14"
"227000039","227000071","830.000","41"
"227000039","123000511","659.000","29"
"227000039","123000048","1901.000","26"
"227000036","227000683","700.000","12"
"227000036","227000682","400.000","82"
"227000036","227000681","410.000","15"
"227000036","227000679","330.000","22"
"227000036","227000678","540.000","72"
"227000036","227000677","212.000","2"
"227000036","227000666","380.000","5"
"227000036","227000665","210.000","91"
"227000036","227000664","230.000","90"
"227000036","227000659","160.000","16"
"227000036","227000656","510.000","17"
"227000036","227000649","290.000","35"
"227000036","227000648","200.000","33"
"227000036","227000647","430.000","61"
"227000036","227000633","860.000","65"
"227000036","227000630","320.000","86"
"227000036","227000489","210.000","34"
"227000036","227000485","430.000","76"
"227000036","227000484","340.000","18"
"227000036","227000369","400.000","79"
"227000036","227000366","240.000","58"
"227000036","227000365","620.000","37"
"227000036","227000364","510.000","59"
"227000036","227000344","550.000","32"
"227000036","227000341","290.000","62"
"227000036","227000334","490.000","95"
"227000036","227000311","410.000","89"
"227000036","227000310","350.000","6"
"227000036","227000308","880.000","3"
"227000036","227000307","320.000","93"
"227000036","227000306","210.000","94"
"227000036","227000305","420.000","92"
"227000036","227000304","400.000","4"
"227000036","227000291","460.000","77"
"227000036","227000285","170.000","78"
"227000036","227000281","390.000","20"
"227000036","227000280","590.000","74"
"227000036","227000279","400.000","81"
"227000036","227000278","420.000","13"
"227000036","227000277","310.000","14"
"227000036","227000276","290.000","80"
"227000036","227000274","430.000","11"
"227000036","227000273","630.000","83"
"227000036","227000269","330.000","73"
"227000036","227000268","470.000","21"
"227000036","227000261","0.000","1"
"227000036","227000260","490.000","96"
"227000036","227000251","1260.000","71"
"227000036","227000250","490.000","23"
"227000036","227000232","530.000","19"
"227000036","227000230","380.000","75"
"227000036","227000212","520.000","84"
"227000036","227000211","400.000","10"
"227000036","227000210","320.000","85"
"227000036","227000209","410.000","9"
"227000036","227000208","150.000","87"
"227000036","227000207","350.000","8"
"227000036","227000206","290.000","88"
"227000036","227000205","430.000","7"
"227000036","227000142","460.000","60"
"227000036","227000112","450.000","63"
"227000036","227000111","630.000","64"
"227000036","227000110","900.000","30"
"227000036","227000109","650.000","31"
"227000036","124000446","220.000","67"
"227000036","124000445","270.000","27"
"227000036","124000444","650.000","29"
"227000036","124000370","1650.000","69"
"227000036","124000369","970.000","25"
"227000036","124000362","950.000","70"
"227000036","124000361","1220.000","24"
"227000036","124000191","690.000","66"
"227000036","124000190","280.000","28"
"227000036","124000085","290.000","68"
"227000036","124000084","1660.000","26"
"227000036","123900022","370.000","57"
"227000036","123900021","200.000","55"
"227000036","123900020","400.000","54"
"227000036","123900019","690.000","53"
"227000036","123900011","440.000","42"
"227000036","123900010","200.000","41"
"227000036","123900009","510.000","40"
"227000036","123900007","250.000","38"
"227000036","123000692","740.000","43"
"227000036","123000691","370.000","52"
"227000036","123000688","220.000","36"
"227000036","123000629","370.000","39"
"227000036","123000627","580.000","56"
"227000036","123000352","460.000","50"
"227000036","123000295","390.000","46"
"227000036","123000291","320.000","51"
"227000036","123000289","260.000","45"
"227000036","123000288","400.000","44"
"227000036","123000244","230.000","49"
"227000036","123000243","2190.000","48"
"227000036","122000294","1290.000","47"
"227000035","277103728","2026.000","77"
"227000035","277103727","1822.000","47"
"227000035","277103726","792.000","76"
"227000035","277103725","1972.000","48"
"227000035","277103680","160.000","67"
"227000035","277102911","213.000","68"
"227000035","277102423","179.000","2"
"227000035","227000686","540.000","33"
"227000035","227000685","570.000","92"
"227000035","227000662","300.000","88"
"227000035","227000648","200.000","23"
"227000035","227000647","310.000","102"
"227000035","227000516","890.000","12"
"227000035","227000487","1040.000","112"
"227000035","227000344","730.000","22"
"227000035","227000341","290.000","103"
"227000035","227000331","240.000","25"
"227000035","227000330","350.000","100"
"227000035","227000300","160.000","37"
"227000035","227000299","170.000","89"
"227000035","227000295","600.000","36"
"227000035","227000238","230.000","29"
"227000035","227000237","340.000","26"
"227000035","227000236","420.000","99"
"227000035","227000218","270.000","24"
"227000035","227000188","1270.000","96"
"227000035","227000179","168.000","97"
"227000035","227000178","360.000","28"
"227000035","227000156","300.000","118"
"227000035","227000155","560.000","119"
"227000035","227000154","350.000","120"
"227000035","227000153","1160.000","121"
"227000035","227000151","640.000","10"
"227000035","227000150","220.000","11"
"227000035","227000121","960.000","13"
"227000035","227000120","420.000","14"
"227000035","227000119","200.000","15"
"227000035","227000118","460.000","16"
"227000035","227000117","330.000","17"
"227000035","227000116","1130.000","18"
"227000035","227000115","520.000","19"
"227000035","227000114","510.000","20"
"227000035","227000113","470.000","21"
"227000035","227000108","680.000","104"
"227000035","227000107","360.000","105"
"227000035","227000106","580.000","106"
"227000035","227000105","500.000","107"
"227000035","227000104","1200.000","108"
"227000035","227000103","210.000","109"
"227000035","227000102","480.000","110"
"227000035","227000100","580.000","111"
"227000035","227000094","0.000","1"
"227000035","227000093","297.000","3"
"227000035","227000092","1000.000","4"
"227000035","227000091","480.000","5"
"227000035","227000090","500.000","6"
"227000035","227000089","360.000","7"
"227000035","227000084","680.000","117"
"227000035","227000081","270.000","101"
"227000035","227000076","470.000","27"
"227000035","227000067","400.000","98"
"227000035","227000062","390.000","122"
"227000035","227000054","630.000","8"
"227000035","227000053","560.000","9"
"227000035","227000052","630.000","115"
"227000035","227000051","540.000","116"
"227000035","227000019","800.000","113"
"227000035","227000018","320.000","114"
"227000035","204000346","230.000","87"
"227000035","204000333","240.000","41"
"227000035","204000332","590.000","84"
"227000035","204000331","422.000","43"
"227000035","204000330","3350.000","82"
"227000035","204000313","160.000","39"
"227000035","204000312","210.000","86"
"227000035","204000239","330.000","85"
"227000035","204000237","460.000","38"
"227000035","204000097","399.000","83"
"227000035","204000090","590.000","42"
"227000035","204000048","280.000","40"
"227000035","123000669","340.000","95"
"227000035","123000668","1300.000","30"
"227000035","123000665","560.000","93"
"227000035","123000664","410.000","32"
"227000035","123000663","420.000","94"
"227000035","123000662","400.000","31"
"227000035","123000624","760.000","90"
"227000035","123000615","630.000","34"
"227000035","123000614","217.000","91"
"227000035","123000613","266.000","35"
"227000035","122000675","238.000","80"
"227000035","122000674","365.000","46"
"227000035","122000673","2044.000","78"
"227000035","122000664","342.000","45"
"227000035","122000307","398.000","81"
"227000035","122000306","304.000","79"
"227000035","122000305","3730.000","44"
"227000035","122000016","585.000","64"
"227000035","122000015","202.000","63"
"227000035","122000014","405.000","62"
"227000035","122000013","397.000","61"
"227000035","122000012","424.000","60"
"227000035","122000011","332.000","59"
"227000035","122000010","1030.000","58"
"227000035","121001344","850.000","74"
"227000035","121001343","789.000","50"
"227000035","121000226","952.000","49"
"227000035","121000225","885.000","75"
"227000035","121000014","670.000","57"
"227000035","121000013","660.000","65"
"227000035","121000012","700.000","56"
"227000035","121000011","651.000","66"
"227000035","121000010","440.000","55"
"227000035","121000009","333.000","69"
"227000035","121000008","540.000","54"
"227000035","121000007","520.000","70"
"227000035","121000006","630.000","53"
"227000035","121000005","490.000","71"
"227000035","121000004","500.000","52"
"227000035","121000003","630.000","72"
"227000035","121000002","930.000","51"
"227000035","121000001","530.000","73"
"227000019","277103680","193.000","40"
"227000019","277103353","1556.000","54"
"227000019","277103352","3132.000","24"
"227000019","277103351","2781.000","56"
"227000019","277103350","1410.000","22"
"227000019","277103349","3079.000","55"
"227000019","277103348","2785.000","23"
"227000019","277103042","0.000","1"
"227000019","277102911","213.000","41"
"227000019","277102842","1787.000","53"
"227000019","277102840","1535.000","25"
"227000019","227000679","330.000","63"
"227000019","227000678","840.000","15"
"227000019","227000677","212.000","3"
"227000019","227000666","380.000","6"
"227000019","227000665","210.000","74"
"227000019","227000664","230.000","73"
"227000019","227000656","450.000","58"
"227000019","227000630","320.000","69"
"227000019","227000485","430.000","19"
"227000019","227000484","340.000","59"
"227000019","227000334","490.000","78"
"227000019","227000311","410.000","72"
"227000019","227000310","350.000","7"
"227000019","227000308","880.000","4"
"227000019","227000307","320.000","76"
"227000019","227000306","210.000","77"
"227000019","227000305","420.000","75"
"227000019","227000304","400.000","5"
"227000019","227000291","460.000","20"
"227000019","227000284","1472.000","57"
"227000019","227000282","410.000","21"
"227000019","227000281","390.000","61"
"227000019","227000280","590.000","17"
"227000019","227000269","330.000","16"
"227000019","227000268","470.000","62"
"227000019","227000261","96.000","2"
"227000019","227000260","490.000","79"
"227000019","227000257","220.000","13"
"227000019","227000256","350.000","65"
"227000019","227000232","530.000","60"
"227000019","227000230","380.000","18"
"227000019","227000212","230.000","67"
"227000019","227000211","400.000","11"
"227000019","227000210","320.000","68"
"227000019","227000209","410.000","10"
"227000019","227000208","150.000","70"
"227000019","227000207","350.000","9"
"227000019","227000206","290.000","71"
"227000019","227000205","430.000","8"
"227000019","227000192","260.000","66"
"227000019","227000191","290.000","12"
"227000019","227000072","290.000","14"
"227000019","227000071","830.000","64"
"227000019","123000511","1000.000","52"
"227000019","123000069","1040.000","50"
"227000019","123000065","552.000","49"
"227000019","123000056","594.000","51"
"227000019","123000055","1000.000","29"
"227000019","123000053","710.000","28"
"227000019","123000051","980.000","27"
"227000019","123000048","1901.000","26"
"227000019","122000745","520.000","36"
"227000019","122000742","242.000","42"
"227000019","122000202","990.000","44"
"227000019","122000185","360.000","43"
"227000019","122000180","850.000","35"
"227000019","122000174","588.000","34"
"227000019","122000157","417.000","46"
"227000019","122000156","595.000","45"
"227000019","122000148","615.000","47"
"227000019","122000140","510.000","48"
"227000019","122000115","497.000","33"
"227000019","122000114","526.000","32"
"227000019","122000098","477.000","31"
"227000019","122000093","569.000","30"
"227000019","121000943","830.000","39"
"227000019","121000091","270.000","37"
"227000019","121000088","770.000","38"
"227000017","277102843","523.000","32"
"227000017","227000686","540.000","15"
"227000017","227000685","310.000","48"
"227000017","227000673","230.000","47"
"227000017","227000672","390.000","16"
"227000017","227000650","160.000","53"
"227000017","227000353","280.000","13"
"227000017","227000352","320.000","12"
"227000017","227000351","190.000","11"
"227000017","227000350","190.000","10"
"227000017","227000349","1440.000","9"
"227000017","227000348","200.000","54"
"227000017","227000347","300.000","52"
"227000017","227000346","270.000","51"
"227000017","227000345","530.000","50"
"227000017","227000338","240.000","62"
"227000017","227000337","0.000","1"
"227000017","227000333","202.000","2"
"227000017","227000332","210.000","61"
"227000017","227000331","240.000","4"
"227000017","227000330","350.000","59"
"227000017","227000302","350.000","18"
"227000017","227000301","230.000","45"
"227000017","227000299","590.000","22"
"227000017","227000298","420.000","46"
"227000017","227000297","290.000","17"
"227000017","227000295","1370.000","41"
"227000017","227000238","230.000","8"
"227000017","227000237","340.000","5"
"227000017","227000236","420.000","58"
"227000017","227000218","210.000","3"
"227000017","227000188","1350.000","55"
"227000017","227000179","168.000","56"
"227000017","227000178","360.000","7"
"227000017","227000081","270.000","60"
"227000017","227000076","470.000","6"
"227000017","227000067","400.000","57"
"227000017","204000346","230.000","44"
"227000017","204000313","160.000","20"
"227000017","204000312","210.000","43"
"227000017","204000239","740.000","42"
"227000017","204000237","230.000","19"
"227000017","204000048","280.000","21"
"227000017","123000665","560.000","49"
"227000017","123000664","450.000","14"
"227000017","123000639","889.000","24"
"227000017","123000631","1077.000","40"
"227000017","123000630","1430.000","23"
"227000017","123000611","690.000","31"
"227000017","123000016","380.000","39"
"227000017","123000014","740.000","38"
"227000017","123000013","463.000","25"
"227000017","123000012","720.000","37"
"227000017","123000011","750.000","26"
"227000017","123000010","810.000","36"
"227000017","123000009","800.000","27"
"227000017","123000008","430.000","35"
"227000017","123000007","810.000","28"
"227000017","123000006","460.000","34"
"227000017","123000005","433.000","29"
"227000017","123000004","323.000","33"
"227000017","123000003","490.000","30"
"227000016","277103353","1556.000","26"
"227000016","277103352","3132.000","22"
"227000016","277103351","2781.000","28"
"227000016","277103350","1363.000","20"
"227000016","277103349","3079.000","27"
"227000016","277103348","2785.000","21"
"227000016","277103042","0.000","1"
"227000016","277102842","1907.000","25"
"227000016","277102840","1535.000","23"
"227000016","227000681","410.000","16"
"227000016","227000677","212.000","3"
"227000016","227000666","380.000","6"
"227000016","227000665","210.000","43"
"227000016","227000664","230.000","42"
"227000016","227000660","420.000","34"
"227000016","227000659","160.000","17"
"227000016","227000658","720.000","13"
"227000016","227000630","320.000","38"
"227000016","227000372","210.000","19"
"227000016","227000369","400.000","31"
"227000016","227000334","490.000","47"
"227000016","227000311","410.000","41"
"227000016","227000310","350.000","7"
"227000016","227000308","880.000","4"
"227000016","227000307","320.000","45"
"227000016","227000306","210.000","46"
"227000016","227000305","420.000","44"
"227000016","227000304","400.000","5"
"227000016","227000285","320.000","30"
"227000016","227000284","1472.000","29"
"227000016","227000282","610.000","18"
"227000016","227000279","400.000","33"
"227000016","227000278","400.000","14"
"227000016","227000277","310.000","15"
"227000016","227000276","290.000","32"
"227000016","227000274","430.000","12"
"227000016","227000273","610.000","35"
"227000016","227000261","96.000","2"
"227000016","227000260","490.000","48"
"227000016","227000212","520.000","36"
"227000016","227000211","400.000","11"
"227000016","227000210","320.000","37"
"227000016","227000209","410.000","10"
"227000016","227000208","150.000","39"
"227000016","227000207","350.000","9"
"227000016","227000206","290.000","40"
"227000016","227000205","430.000","8"
"227000016","123000611","1999.000","24"
"227000006","277102423","179.000","2"
"227000006","227000486","1120.000","19"
"227000006","227000263","290.000","58"
"227000006","227000262","350.000","13"
